time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/value_loss,train/explained_variance,train/n_updates,train/approx_kl,train/loss,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate
29,21039,137.8,614400,150,580.11,6072.92195892334,0.0,1490,1.3290264e-07,3064.748291015625,0.2,-8.811868610791862e-06,-1.6076601210981607,0.0,1e-05
29,21124,136.89,618496,151,573.83,5842.547903442382,5.960464477539063e-08,1500,5.702459e-07,2832.761474609375,0.2,-3.826976171694696e-05,-1.607620383054018,0.0,1e-05
29,21211,139.42,622592,152,584.15,5638.377767944336,5.960464477539063e-08,1510,1.3540557e-07,2435.73486328125,0.2,-7.821937288099434e-06,-1.607588354498148,0.0,1e-05
29,21295,141.97,626688,153,592.67,5750.006474304199,0.0,1520,6.327173e-08,3052.572998046875,0.2,-3.6310986615717413e-06,-1.6075732320547105,0.0,1e-05
29,21379,143.56,630784,154,601.56,5680.86958618164,5.960464477539063e-08,1530,1.0688382e-07,2740.9130859375,0.2,-7.891509449109435e-06,-1.6075497463345527,0.0,1e-05
29,21464,146.52,634880,155,613.08,5588.7274169921875,0.0,1540,1.4078978e-07,2815.503173828125,0.2,-8.361510845134035e-06,-1.6075256861746312,0.0,1e-05
29,21549,141.77,638976,156,596.72,5642.611456298828,5.960464477539063e-08,1550,3.9608858e-07,2839.98974609375,0.2,-2.641887913341634e-05,-1.6074969366192817,0.0,1e-05
29,21633,142.27,643072,157,607.79,6157.824356079102,0.0,1560,2.7405622e-07,2609.464599609375,0.2,-1.7565516463946552e-05,-1.6074602715671062,0.0,1e-05
29,21719,143.22,647168,158,604.06,5986.8952911376955,0.0,1570,7.699418e-08,3155.4384765625,0.2,-5.1836585043929516e-06,-1.6074341613799334,0.0,1e-05
29,21803,144.64,651264,159,605.1,5821.330638122558,0.0,1580,2.491579e-07,2616.80908203125,0.2,-1.491612201789394e-05,-1.6074098419398068,0.0,1e-05
29,21891,143.22,655360,160,605.83,5753.654653930664,5.960464477539063e-08,1590,2.7593342e-07,2763.817626953125,0.2,-1.6729143681004643e-05,-1.6073781572282315,0.0,1e-05
30,21976,143.11,659456,161,598.37,5935.295010375977,0.0,1600,2.3581379e-07,2892.1357421875,0.2,-1.5342446567956357e-05,-1.607346660643816,0.0,1e-05
30,22061,140.24,663552,162,591.23,5942.421423339843,0.0,1610,3.711757e-07,2746.72265625,0.2,-2.2735806851414964e-05,-1.607316567748785,0.0,1e-05
30,22147,143.05,667648,163,594.59,5651.254608154297,5.960464477539063e-08,1620,2.3987377e-07,3305.166015625,0.2,-1.5253755918820389e-05,-1.6072851844131946,0.0,1e-05
30,22231,142.74,671744,164,598.33,5795.833421325684,0.0,1630,2.447341e-07,2988.349609375,0.2,-1.4383790403371677e-05,-1.6072449877858161,0.0,1e-05
30,22317,143.21,675840,165,591.25,5977.853707885743,0.0,1640,4.6667992e-08,2852.208740234375,0.2,-3.383486910024658e-06,-1.6072127733379602,0.0,1e-05
30,22401,139.61,679936,166,592.71,5381.998002624512,0.0,1650,8.144707e-08,2601.94775390625,0.2,-6.087135261623189e-06,-1.6071998421102762,0.0,1e-05
30,22486,140.16,684032,167,593.74,6167.209757995605,5.960464477539063e-08,1660,2.4984183e-07,2924.398681640625,0.2,-1.711006698315032e-05,-1.6071878548711538,0.0,1e-05
30,22572,140.32,688128,168,596.95,5788.120137023926,1.1920928955078125e-07,1670,4.1107705e-07,2675.54931640625,0.2,-2.433070112601854e-05,-1.60716436766088,0.0,1e-05
30,22657,138.09,692224,169,596.2,5791.565632629395,5.960464477539063e-08,1680,6.046321e-08,2879.30224609375,0.2,-2.864281850634143e-06,-1.6071512136608361,0.0,1e-05
30,22742,140.04,696320,170,596.81,6273.9255294799805,5.960464477539063e-08,1690,1.4649413e-07,3076.828125,0.2,-1.0464281513122841e-05,-1.6071474701166153,0.0,1e-05
30,22829,143.38,700416,171,602.41,5984.392942810058,5.960464477539063e-08,1700,3.7398422e-08,3311.540283203125,0.2,-1.7735055735101923e-06,-1.6071342699229718,0.0,1e-05
30,22914,144.79,704512,172,614.42,5378.326131439209,1.1920928955078125e-07,1710,4.3932232e-07,2654.99609375,0.2,-2.7008799952454866e-05,-1.6071007836610078,0.0,1e-05
30,22999,147.31,708608,173,616.56,6012.795143127441,0.0,1720,8.1403414e-08,3380.72265625,0.2,-4.644490400096402e-06,-1.6070654526352883,0.0,1e-05
30,23084,144.06,712704,174,615.25,5801.728430175781,0.0,1730,4.4288754e-07,2543.507080078125,0.2,-2.99267667287495e-05,-1.60704311914742,0.0,1e-05
30,23169,140.13,716800,175,607.96,6160.093843078614,0.0,1740,1.804292e-07,3319.54345703125,0.2,-1.0613359336275607e-05,-1.607013262063265,0.0,1e-05
30,23255,138.14,720896,176,598.48,6201.500454711914,0.0,1750,2.5692862e-07,3127.742919921875,0.2,-1.8219215417047962e-05,-1.6069732535630465,0.0,1e-05
31,23340,143.18,724992,177,607.0,5630.106823730469,1.1920928955078125e-07,1760,4.5522756e-07,2970.2001953125,0.2,-3.014986141351983e-05,-1.6069124791771174,0.0,1e-05
31,23424,141.7,729088,178,580.43,5487.554922485351,0.0,1770,2.0330481e-07,2835.83447265625,0.2,-1.2835748930228873e-05,-1.606857354193926,0.0,1e-05
31,23508,141.64,733184,179,581.02,5686.113433837891,0.0,1780,6.475166e-07,2986.7021484375,0.2,-4.209217877360061e-05,-1.606802847608924,0.0,1e-05
31,23594,142.08,737280,180,592.12,5705.945706176758,1.1920928955078125e-07,1790,2.7907663e-07,2776.22802734375,0.2,-1.8958539294544606e-05,-1.6067458648234605,0.0,1e-05
31,23682,139.69,741376,181,587.58,6158.723808288574,0.0,1800,1.0764052e-07,3216.573974609375,0.2,-7.5293355621397495e-06,-1.6067082855850459,0.0,1e-05
31,23768,137.77,745472,182,581.87,5593.456903076172,0.0,1810,4.6158675e-08,2948.387939453125,0.2,-2.6058689400088044e-06,-1.6066838324069976,0.0,1e-05
31,23854,134.42,749568,183,569.51,5916.0728561401365,1.1920928955078125e-07,1820,3.559544e-07,2929.19580078125,0.2,-2.1386746811913327e-05,-1.6066601026803256,0.0,1e-05
31,23939,138.78,753664,184,581.6,5832.073994445801,0.0,1830,2.1085725e-08,3184.763427734375,0.2,-7.659829861950129e-07,-1.6066349875181913,0.0,1e-05
31,24026,139.73,757760,185,594.33,5632.491303253174,5.960464477539063e-08,1840,1.443841e-07,2659.58740234375,0.2,-9.564702122588641e-06,-1.6066128935664892,0.0,1e-05
31,24111,142.24,761856,186,598.21,6169.621533203125,1.1920928955078125e-07,1850,2.1950109e-07,3231.599365234375,0.2,-1.3608291919808834e-05,-1.6065789081156254,0.0,1e-05
31,24196,145.87,765952,187,615.64,5395.449224853515,0.0,1860,6.00121e-08,2516.947265625,0.2,-3.989653487224132e-06,-1.6065514344722032,0.0,1e-05
31,24281,148.94,770048,188,622.89,5879.577185058593,0.0,1870,1.9774598e-07,3010.414794921875,0.2,-1.3986554404255002e-05,-1.6065206091850996,0.0,1e-05
31,24366,148.32,774144,189,628.34,5614.124740600586,5.960464477539063e-08,1880,1.8828723e-07,3127.8349609375,0.2,-1.2652717850869522e-05,-1.6064776074141265,0.0,1e-05
31,24451,143.83,778240,190,616.8,6334.115170288086,0.0,1890,1.272274e-07,2821.187255859375,0.2,-9.254180986317806e-06,-1.606443962454796,0.0,1e-05
31,24536,141.57,782336,191,611.48,6167.4321014404295,0.0,1900,3.0864612e-08,3304.52587890625,0.2,-1.3900928024668246e-06,-1.6064275164157151,0.0,1e-05
31,24625,138.41,786432,192,589.32,5997.241007995605,0.0,1910,9.109499e-08,3128.309814453125,0.2,-5.4732670832891016e-06,-1.6064130648970605,0.0,1e-05
31,24709,138.83,790528,193,588.09,5632.923612976074,1.1920928955078125e-07,1920,1.12864655e-07,3082.093017578125,0.2,-6.2331942899618294e-06,-1.6063839070498944,0.0,1e-05
32,24793,138.44,794624,194,584.76,5854.32296295166,0.0,1930,1.7738785e-08,2590.105712890625,0.2,-1.5073848771862685e-06,-1.6063595671206712,0.0,1e-05
32,24879,139.63,798720,195,591.82,6155.0540023803715,0.0,1940,1.5449768e-07,2986.0078125,0.2,-9.979356764233672e-06,-1.6063463602215051,0.0,1e-05
32,24965,143.66,802816,196,599.67,5554.719082641602,0.0,1950,1.3555109e-07,2611.96533203125,0.2,-8.48748859425541e-06,-1.6063278425484895,0.0,1e-05
32,25050,142.0,806912,197,589.86,5632.671366882324,1.1920928955078125e-07,1960,2.2540917e-07,2757.422119140625,0.2,-1.2820031770388596e-05,-1.6062913592904806,0.0,1e-05
32,25134,142.42,811008,198,593.96,5792.3388198852535,1.1920928955078125e-07,1970,7.6821016e-07,3066.3271484375,0.2,-4.968873836332932e-05,-1.6062170408666134,0.0,1e-05
32,25220,142.5,815104,199,614.52,6347.7792297363285,0.0,1980,1.2130477e-07,3431.87060546875,0.2,-8.472407353110612e-06,-1.606150046736002,0.0,1e-05
32,25305,141.75,819200,200,615.61,6107.638134765625,0.0,1990,1.2130477e-07,3116.792724609375,0.2,-7.928486593300476e-06,-1.606121751666069,0.0,1e-05
32,25390,144.16,823296,201,619.66,5689.049531555176,0.0,2000,1.7185812e-07,3031.427001953125,0.2,-1.000333795673214e-05,-1.606106051057577,0.0,1e-05
32,25477,143.55,827392,202,606.92,5778.616191101074,0.0,2010,2.5806366e-07,2626.611328125,0.2,-1.903481752378866e-05,-1.606075980886817,0.0,1e-05
32,25563,142.41,831488,203,611.03,5633.129469299316,0.0,2020,6.261689e-08,2829.23095703125,0.2,-4.231178900226951e-06,-1.606039749085903,0.0,1e-05
32,25647,144.68,835584,204,611.45,5900.692288208008,5.960464477539063e-08,2030,1.4122634e-07,2530.45751953125,0.2,-9.084389603231102e-06,-1.606014183163643,0.0,1e-05
32,25731,148.27,839680,205,622.83,5846.599406433105,0.0,2040,3.2501703e-07,2966.888916015625,0.2,-2.193089749198407e-05,-1.6059843625873327,0.0,1e-05
32,25816,146.65,843776,206,606.26,5695.789956665039,0.0,2050,3.5838457e-07,3038.837890625,0.2,-2.2384237672667952e-05,-1.6059508748352527,0.0,1e-05
32,25901,143.22,847872,207,596.26,5701.053381347656,1.1920928955078125e-07,2060,4.3815817e-07,2587.96826171875,0.2,-3.132891870336607e-05,-1.6058912340551614,0.0,1e-05
32,25987,143.06,851968,208,607.22,5990.791612243653,0.0,2070,3.207242e-07,3238.4921875,0.2,-2.1521456073969602e-05,-1.605825200304389,0.0,1e-05
32,26071,143.45,856064,209,604.69,6488.69342956543,0.0,2080,1.6548438e-07,3312.748779296875,0.2,-1.1578073463169858e-05,-1.6057753819972276,0.0,1e-05
32,26155,143.73,860160,210,605.22,5475.273937988281,0.0,2090,2.2463792e-07,2824.913330078125,0.2,-1.558496369398199e-05,-1.6057431377470492,0.0,1e-05
32,26240,140.58,864256,211,598.85,6082.598460388183,0.0,2100,1.7372076e-07,3011.9755859375,0.2,-1.0812665277626365e-05,-1.6057108335196972,0.0,1e-05
32,26325,138.34,868352,212,596.67,6145.925793457031,0.0,2110,7.03003e-08,3350.61474609375,0.2,-6.392650539055466e-06,-1.6056757919490336,0.0,1e-05
33,26411,138.54,872448,213,602.16,6141.720185852051,0.0,2120,1.5262049e-07,3123.900634765625,0.2,-9.968032100005075e-06,-1.60564995855093,0.0,1e-05
33,26495,144.98,876544,214,605.7,6061.668418884277,1.1920928955078125e-07,2130,5.0014933e-08,2816.96728515625,0.2,-4.4320149754639715e-06,-1.605621187761426,0.0,1e-05
33,26580,146.45,880640,215,606.44,5744.211161804199,0.0,2140,1.1760858e-07,2705.917724609375,0.2,-6.760391988791525e-06,-1.605589086934924,0.0,1e-05
33,26664,146.44,884736,216,601.23,5657.363098144531,5.960464477539063e-08,2150,3.62852e-07,2958.960693359375,0.2,-2.2209392045624555e-05,-1.6055426623672246,0.0,1e-05
33,26748,144.28,888832,217,608.63,5955.4011901855465,1.1920928955078125e-07,2160,3.7071004e-07,2681.8896484375,0.2,-2.6329072716180237e-05,-1.605478712171316,0.0,1e-05
33,26834,139.48,892928,218,604.43,6236.6066970825195,0.0,2170,2.1852611e-07,3278.395263671875,0.2,-1.5171210543485359e-05,-1.6054256439208985,0.0,1e-05
33,26920,140.02,897024,219,617.73,6062.4337158203125,0.0,2180,2.248853e-07,3135.89208984375,0.2,-1.584704150445759e-05,-1.6053790275007487,0.0,1e-05
33,27005,136.98,901120,220,605.95,6062.433016967773,0.0,2190,2.6714406e-07,2981.359619140625,0.2,-1.780942257028073e-05,-1.605326909199357,0.0,1e-05
33,27089,140.31,905216,221,623.92,6215.376289367676,5.960464477539063e-08,2200,1.13999704e-07,3341.821533203125,0.2,-6.9825757236685606e-06,-1.6052900064736604,0.0,1e-05
33,27174,133.18,909312,222,588.75,6151.615364074707,0.0,2210,1.8331048e-07,2855.634033203125,0.2,-1.1561521387193351e-05,-1.6052582953125238,0.0,1e-05
33,27261,136.28,913408,223,592.19,6078.48226776123,0.0,2220,7.895869e-08,2687.4462890625,0.2,-5.150849756319076e-06,-1.605230972543359,0.0,1e-05
33,27349,137.42,917504,224,585.48,6013.000790405274,0.0,2230,1.8860737e-07,3087.19921875,0.2,-1.1466089927125721e-05,-1.6052076876163484,0.0,1e-05
33,27434,139.52,921600,225,595.24,5996.078967285156,1.1920928955078125e-07,2240,1.5190744e-07,2673.445068359375,0.2,-9.542304542264902e-06,-1.6051665186882018,0.0,1e-05
33,27520,142.08,925696,226,604.24,6139.09434967041,0.0,2250,1.12253474e-07,3164.528076171875,0.2,-6.024754111422226e-06,-1.605125979334116,0.0,1e-05
33,27604,141.47,929792,227,606.97,6018.5407638549805,0.0,2260,1.02983904e-07,2779.54638671875,0.2,-7.87404496804811e-06,-1.605095949023962,0.0,1e-05
33,27696,139.05,933888,228,603.71,5686.144931030273,0.0,2270,2.0892185e-07,2694.305419921875,0.2,-1.2385095760691912e-05,-1.6050665263086557,0.0,1e-05
