rollout/ep_len_mean,rollout/ep_rew_mean
87.5999984741211,1323.4000244140625
88.54545593261719,1264.0
89.3125,1260.3125
88.43478393554688,1265.565185546875
87.37931060791016,1256.3448486328125
91.84375,1322.375
94.8648681640625,1385.5946044921875
93.69767761230467,1356.3953857421875
92.69387817382812,1354.2857666015625
92.83636474609376,1344.890869140625
93.51667022705078,1346.3499755859375
93.04615020751952,1343.84619140625
94.4142837524414,1360.3857421875
95.6351318359375,1367.3243408203125
96.18987274169922,1369.569580078125
95.84706115722656,1365.2823486328125
94.61538696289062,1359.0439453125
94.8556671142578,1356.3299560546875
95.36000061035156,1370.699951171875
94.6999969482422,1361.7099609375
96.23999786376952,1388.6600341796875
96.66999816894533,1402.949951171875
97.36000061035156,1418.68994140625
97.02999877929688,1420.9000244140625
95.12999725341795,1402.2099609375
94.4000015258789,1396.6300048828125
95.63999938964844,1423.1500244140625
96.16000366210938,1428.2099609375
95.52999877929688,1432.06005859375
94.80999755859376,1436.6600341796875
96.0199966430664,1452.510009765625
95.66999816894533,1458.27001953125
95.47000122070312,1463.489990234375
95.4800033569336,1474.1500244140625
96.80999755859376,1500.3199462890625
98.0199966430664,1519.0400390625
97.91000366210938,1529.1199951171875
98.5199966430664,1541.300048828125
97.91999816894533,1539.3499755859375
96.16000366210938,1529.5899658203125
95.41999816894533,1529.27001953125
95.22000122070312,1521.1500244140625
94.5500030517578,1508.760009765625
93.08999633789062,1483.1800537109375
92.81999969482422,1480.0400390625
91.72000122070312,1478.0899658203125
91.9800033569336,1481.52001953125
92.36000061035156,1485.3399658203125
91.33000183105467,1482.300048828125
89.62999725341797,1470.199951171875
88.33000183105469,1463.1500244140625
88.05999755859375,1456.81005859375
87.0999984741211,1434.1500244140625
85.47000122070312,1422.989990234375
85.69000244140625,1425.3299560546875
85.68000030517578,1423.0999755859375
86.25,1423.4300537109375
85.44000244140625,1409.52001953125
85.08000183105469,1414.1400146484375
85.5,1426.030029296875
86.55000305175781,1450.0699462890625
86.38999938964844,1446.4200439453125
86.54000091552734,1454.1099853515625
87.44000244140625,1468.280029296875
88.05999755859375,1480.260009765625
89.26000213623047,1501.9200439453125
88.73999786376953,1492.6099853515625
87.12000274658203,1468.9300537109375
86.61000061035156,1462.8399658203125
87.26000213623047,1478.3499755859375
87.4800033569336,1479.030029296875
86.83999633789062,1469.1500244140625
86.7300033569336,1477.6199951171875
86.08000183105469,1483.75
87.58999633789062,1510.77001953125
89.26000213623047,1537.0799560546875
90.12000274658205,1541.5899658203125
88.58000183105469,1518.27001953125
88.0199966430664,1510.239990234375
87.83999633789062,1501.1500244140625
87.93000030517578,1499.2099609375
87.66999816894531,1503.489990234375
86.45999908447266,1479.8499755859375
87.2699966430664,1499.0999755859375
89.23999786376953,1531.6199951171875
88.69999694824219,1531.030029296875
87.70999908447266,1528.5699462890625
87.76000213623047,1530.550048828125
87.87999725341797,1531.93994140625
88.7699966430664,1542.27001953125
89.66999816894531,1549.8299560546875
88.83999633789062,1530.780029296875
86.27999877929688,1500.9200439453125
85.86000061035156,1499.5799560546875
86.04000091552734,1502.93994140625
86.29000091552734,1511.22998046875
86.77999877929688,1525.8699951171875
86.3499984741211,1530.3299560546875
85.0199966430664,1512.1400146484375
84.69999694824219,1495.9100341796875
83.37000274658203,1476.739990234375
84.52999877929688,1490.300048828125
85.05000305175781,1494.219970703125
85.98999786376953,1505.1099853515625
84.62000274658203,1483.6199951171875
85.4800033569336,1501.3499755859375
85.55000305175781,1509.1400146484375
85.11000061035156,1506.0400390625
86.16000366210938,1520.8299560546875
87.19999694824219,1533.699951171875
86.36000061035156,1522.1300048828125
87.08000183105469,1535.5
86.41000366210938,1529.1199951171875
85.93000030517578,1520.0400390625
85.69999694824219,1517.81005859375
86.23999786376953,1529.3900146484375
86.70999908447266,1536.5799560546875
86.73999786376953,1536.22998046875
85.73999786376953,1523.8399658203125
85.44000244140625,1522.030029296875
86.5999984741211,1548.550048828125
88.13999938964844,1576.260009765625
86.87000274658203,1552.0899658203125
86.58999633789062,1543.9100341796875
87.0999984741211,1549.3499755859375
87.81999969482422,1560.739990234375
87.05999755859375,1556.97998046875
87.37000274658203,1564.800048828125
88.23999786376953,1578.3199462890625
87.44999694824219,1559.1800537109375
87.81999969482422,1568.0799560546875
87.5199966430664,1561.260009765625
87.83000183105469,1560.22998046875
87.83999633789062,1566.530029296875
85.18000030517578,1527.06005859375
85.06999969482422,1524.9300537109375
86.19999694824219,1542.260009765625
85.19999694824219,1516.4100341796875
85.18000030517578,1514.5400390625
85.87999725341797,1526.1099853515625
84.44000244140625,1511.4200439453125
85.31999969482422,1514.8499755859375
84.44000244140625,1496.5799560546875
85.27999877929688,1508.81005859375
84.44000244140625,1497.93994140625
84.48999786376953,1488.81005859375
85.9000015258789,1518.3900146484375
85.04000091552734,1511.1199951171875
86.08999633789062,1518.22998046875
86.93000030517578,1533.0999755859375
86.4000015258789,1524.6300048828125
88.68000030517578,1554.780029296875
89.80999755859375,1569.760009765625
90.44000244140624,1588.47998046875
89.3499984741211,1571.4100341796875
88.06999969482422,1563.760009765625
86.93000030517578,1547.81005859375
87.68000030517578,1566.6400146484375
86.79000091552734,1563.9599609375
86.43000030517578,1566.1500244140625
87.4800033569336,1577.93994140625
88.08000183105469,1586.4000244140625
88.81999969482422,1607.550048828125
89.44999694824219,1616.8699951171875
89.41000366210938,1607.18994140625
89.55999755859375,1610.9100341796875
88.0199966430664,1594.219970703125
87.44999694824219,1585.739990234375
87.55999755859375,1586.6500244140625
86.7699966430664,1562.3800048828125
86.69000244140625,1567.72998046875
88.06999969482422,1596.6300048828125
88.11000061035156,1597.3800048828125
88.54000091552734,1603.4200439453125
87.3499984741211,1575.2099609375
86.76000213623047,1562.25
87.43000030517578,1569.02001953125
86.11000061035156,1544.75
84.41000366210938,1519.2900390625
84.31999969482422,1515.43994140625
83.16999816894531,1512.280029296875
83.04000091552734,1514.6500244140625
83.18000030517578,1511.6800537109375
83.44000244140625,1514.219970703125
82.58999633789062,1510.7099609375
83.01000213623047,1522.3599853515625
81.20999908447266,1493.280029296875
80.68000030517578,1470.8199462890625
81.47000122070312,1481.3599853515625
81.2699966430664,1487.6700439453125
81.7699966430664,1499.3399658203125
82.48999786376953,1510.3599853515625
82.43000030517578,1515.260009765625
82.63999938964844,1522.9300537109375
83.69000244140625,1545.5999755859375
84.41000366210938,1556.5899658203125
86.31999969482422,1580.8699951171875
87.68000030517578,1599.18994140625
87.61000061035156,1590.72998046875
88.48999786376953,1610.239990234375
88.55999755859375,1609.3199462890625
89.44000244140625,1621.9000244140625
88.70999908447266,1617.8800048828125
89.0199966430664,1621.280029296875
89.68000030517578,1622.4300537109375
88.36000061035156,1608.93994140625
87.37999725341797,1580.8299560546875
88.37000274658203,1605.8399658203125
89.08999633789062,1613.31005859375
89.08999633789062,1611.8800048828125
88.58000183105469,1596.0
88.37999725341797,1582.4200439453125
88.08999633789062,1582.510009765625
86.79000091552734,1565.8900146484375
85.97000122070312,1557.8199462890625
85.62000274658203,1554.8499755859375
85.2699966430664,1551.300048828125
85.13999938964844,1552.3699951171875
85.12999725341797,1549.31005859375
84.08000183105469,1530.030029296875
84.30000305175781,1541.300048828125
85.29000091552734,1556.8800048828125
86.68000030517578,1576.3299560546875
87.4000015258789,1593.0799560546875
87.08000183105469,1577.9100341796875
85.93000030517578,1563.3499755859375
86.73999786376953,1584.8699951171875
86.13999938964844,1580.8499755859375
86.16000366210938,1593.1700439453125
87.63999938964844,1610.510009765625
86.87000274658203,1595.800048828125
86.93000030517578,1583.72998046875
87.97000122070312,1602.3599853515625
88.79000091552734,1613.6700439453125
87.66000366210938,1606.1199951171875
88.06999969482422,1610.699951171875
88.69000244140625,1610.199951171875
89.2699966430664,1623.3699951171875
89.45999908447266,1628.3399658203125
89.2300033569336,1624.5799560546875
89.08999633789062,1623.5699462890625
89.11000061035156,1626.6600341796875
89.87000274658203,1641.56005859375
89.63999938964844,1629.0699462890625
90.36000061035156,1627.3499755859375
91.41000366210938,1656.4100341796875
89.5,1622.47998046875
89.2300033569336,1615.9300537109375
88.55000305175781,1610.3599853515625
87.2300033569336,1593.8299560546875
86.55999755859375,1581.8499755859375
87.16000366210938,1586.6500244140625
87.16000366210938,1581.3199462890625
87.6500015258789,1600.22998046875
87.98999786376953,1610.6700439453125
87.2699966430664,1600.1700439453125
85.45999908447266,1575.969970703125
84.93000030517578,1554.260009765625
83.97000122070312,1532.52001953125
83.54000091552734,1526.5999755859375
84.0,1528.06005859375
82.44999694824219,1502.4100341796875
84.20999908447266,1513.5899658203125
84.7699966430664,1529.3699951171875
84.66000366210938,1533.1099853515625
84.16999816894531,1509.7099609375
82.7699966430664,1473.2900390625
81.45999908447266,1448.5
79.47000122070312,1423.8599853515625
79.4000015258789,1421.1099853515625
80.0199966430664,1421.1600341796875
80.30000305175781,1428.93994140625
80.94999694824219,1434.949951171875
81.08000183105469,1441.4000244140625
81.6500015258789,1452.239990234375
82.01000213623047,1462.1199951171875
80.94999694824219,1450.0899658203125
82.52999877929688,1478.56005859375
80.4800033569336,1464.550048828125
81.11000061035156,1465.300048828125
81.29000091552734,1467.8199462890625
82.4000015258789,1496.2900390625
83.12999725341797,1519.8900146484375
84.76000213623047,1551.6500244140625
87.25,1582.1500244140625
88.33000183105469,1593.5
86.80000305175781,1565.199951171875
86.9000015258789,1572.949951171875
87.56999969482422,1582.6099853515625
88.30000305175781,1598.989990234375
88.20999908447266,1607.81005859375
87.44999694824219,1597.489990234375
87.22000122070312,1594.9100341796875
87.86000061035156,1606.0400390625
87.18000030517578,1584.5
87.4000015258789,1586.81005859375
87.38999938964844,1589.6600341796875
87.75,1596.949951171875
86.98999786376953,1594.6800537109375
87.16000366210938,1590.25
86.4000015258789,1568.3599853515625
85.26000213623047,1560.5400390625
85.33000183105469,1562.550048828125
85.91000366210938,1574.3599853515625
85.5199966430664,1569.739990234375
86.26000213623047,1579.280029296875
85.72000122070312,1574.0899658203125
85.48999786376953,1566.75
84.4000015258789,1559.6600341796875
83.9800033569336,1551.3299560546875
84.0199966430664,1562.8499755859375
84.08000183105469,1554.969970703125
82.75,1541.050048828125
83.62999725341797,1559.6199951171875
85.12000274658203,1583.43994140625
84.52999877929688,1577.4300537109375
82.98999786376953,1570.6400146484375
83.5,1577.77001953125
82.76000213623047,1564.6099853515625
82.66999816894531,1564.5400390625
82.37999725341797,1563.2900390625
82.56999969482422,1554.4599609375
82.58000183105469,1555.8399658203125
84.5199966430664,1587.1300048828125
84.33999633789062,1579.300048828125
86.7699966430664,1609.449951171875
85.93000030517578,1584.4000244140625
85.91999816894531,1582.1099853515625
86.61000061035156,1595.530029296875
88.37000274658203,1610.0899658203125
87.87000274658203,1591.9000244140625
86.87999725341797,1563.1400146484375
86.62000274658203,1559.9200439453125
87.86000061035156,1570.8199462890625
87.63999938964844,1564.97998046875
87.61000061035156,1572.27001953125
87.7300033569336,1568.760009765625
88.76000213623047,1566.4100341796875
87.9000015258789,1561.2099609375
87.91999816894531,1542.6500244140625
88.18000030517578,1540.0699462890625
87.27999877929688,1526.550048828125
85.52999877929688,1513.469970703125
87.19000244140625,1545.699951171875
87.0,1553.6099853515625
87.12000274658203,1556.280029296875
85.52999877929688,1549.449951171875
85.69000244140625,1551.780029296875
86.43000030517578,1562.3299560546875
86.16999816894531,1559.43994140625
86.2300033569336,1560.010009765625
