time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_fraction,train/explained_variance,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/clip_range,train/entropy_loss,train/approx_kl,rollout/ep_len_mean,rollout/ep_rew_mean
55,5523,151,309248,0.0,1.1920928955078125e-07,1500,167.9257508456707,4.251487553119659e-08,28.893817901611328,1e-06,0.2,-1.6094374869018793,0.0,17047.88888888889,586.8333333333334
56,5558,152,311296,0.0,0.0,1510,0.7799606837332249,-1.9334300304763017e-06,0.4111301898956299,1e-06,0.2,-1.6094374652951955,0.0,17047.88888888889,586.8333333333334
56,5593,153,313344,0.0,0.0,1520,22.373837424255907,-6.691785529255867e-07,7.199420928955078,1e-06,0.2,-1.6094373881816864,0.0,17047.88888888889,586.8333333333334
56,5629,154,315392,0.0,0.0,1530,0.7823327798396349,-8.992137736640871e-07,0.39997565746307373,1e-06,0.2,-1.609437358006835,0.0,17047.88888888889,586.8333333333334
56,5665,155,317440,0.0,0.0,1540,173.99972949922085,-2.919259713962674e-08,132.88226318359375,1e-06,0.2,-1.6094373360276222,0.0,17047.88888888889,586.8333333333334
56,5701,156,319488,0.0,0.0,1550,0.9139125606045126,-9.926821803674103e-07,0.3588429391384125,1e-06,0.2,-1.6094372618943453,0.0,17047.88888888889,586.8333333333334
56,5738,157,321536,0.0,0.0,1560,0.9086910739541054,-1.2414719094522298e-06,0.5889610052108765,1e-06,0.2,-1.6094372097402811,0.0,17047.88888888889,586.8333333333334
56,5773,158,323584,0.0,-1.1920928955078125e-07,1570,0.826107713766396,-4.4106709538027646e-07,0.42120781540870667,1e-06,0.2,-1.6094371747225522,0.0,17047.88888888889,586.8333333333334
56,5808,159,325632,0.0,0.0,1580,143.05827320814132,-7.36805668566376e-07,55.911277770996094,1e-06,0.2,-1.6094372026622294,0.0,17047.88888888889,586.8333333333334
56,5843,160,327680,0.0,1.7881393432617188e-07,1590,0.7782205574214458,-3.4221229725517335e-07,0.4362674355506897,1e-06,0.2,-1.609437182918191,0.0,17047.88888888889,586.8333333333334
56,5878,161,329728,0.0,-1.1920928955078125e-07,1600,0.776728505641222,-5.281224730424583e-07,0.39977604150772095,1e-06,0.2,-1.6094371564686298,0.0,17047.88888888889,586.8333333333334
56,5913,162,331776,0.0,0.0,1610,21.37916443273425,-2.4249660782516e-06,3.82151460647583,1e-06,0.2,-1.6094372369349004,0.0,16568.45,595.7
56,5949,163,333824,0.0,0.0,1620,365.96962971687316,2.5550252757966518e-08,207.69308471679688,1e-06,0.2,-1.6094373285770416,0.0,16568.45,595.7
56,5984,164,335872,0.0,0.0,1630,34.69964867644012,-1.952775346580893e-06,22.058677673339844,1e-06,0.2,-1.6094372671097517,0.0,16568.45,595.7
56,6019,165,337920,0.0,0.0,1640,0.7770796032622457,-5.750833224738017e-07,0.41773420572280884,1e-06,0.2,-1.609437220171094,0.0,16568.45,595.7
56,6055,166,339968,0.0,5.960464477539063e-08,1650,0.781019014492631,-4.89818921778351e-07,0.4001777470111847,1e-06,0.2,-1.609437195956707,0.0,16568.45,595.7
56,6092,167,342016,0.0,-1.1920928955078125e-07,1660,138.16190373301507,-5.562178557738662e-08,122.219482421875,1e-06,0.2,-1.6094371683895587,0.0,16568.45,595.7
56,6127,168,344064,0.0,1.1920928955078125e-07,1670,5.48726451806724,-8.416584023507312e-07,6.816513538360596,1e-06,0.2,-1.6094371821731328,0.0,16568.45,595.7
56,6163,169,346112,0.0,-1.1920928955078125e-07,1680,0.9193820515647531,-1.8477148842066526e-07,0.38199755549430847,1e-06,0.2,-1.6094371981918811,0.0,16568.45,595.7
56,6198,170,348160,0.0,-2.384185791015625e-07,1690,0.8124124083667994,-9.690938895801082e-07,0.3798523247241974,1e-06,0.2,-1.6094371870160102,0.0,16549.380952380954,595.4761904761905
56,6234,171,350208,0.0,0.0,1700,260.7778094291687,-3.1316449167206883e-07,124.7513198852539,1e-06,0.2,-1.6094371866434813,0.0,16549.380952380954,595.4761904761905
56,6270,172,352256,0.0,0.0,1710,0.7789877003058792,-8.745315426494926e-07,0.3727499544620514,1e-06,0.2,-1.6094371441751718,0.0,16549.380952380954,595.4761904761905
56,6305,173,354304,0.0,0.0,1720,0.776914075948298,-3.898152499459684e-07,0.40213772654533386,1e-06,0.2,-1.6094371546059847,0.0,16549.380952380954,595.4761904761905
56,6340,174,356352,0.0,5.960464477539063e-08,1730,0.7816790165379643,-2.1029663912486285e-06,0.4539007544517517,1e-06,0.2,-1.6094371806830168,0.0,16549.380952380954,595.4761904761905
56,6375,175,358400,0.0,-1.1920928955078125e-07,1740,120.17843023240566,-6.236121407710016e-07,71.50965118408203,1e-06,0.2,-1.6094372469931841,0.0,16549.380952380954,595.4761904761905
56,6410,176,360448,0.0,0.0,1750,0.8997998006641865,-5.748108378611505e-07,0.37024828791618347,1e-06,0.2,-1.6094372268766164,0.0,16549.380952380954,595.4761904761905
56,6446,177,362496,0.0,1.7881393432617188e-07,1760,22.489683204703034,-1.2268566933926194e-06,18.046775817871094,1e-06,0.2,-1.6094372130930423,0.0,16549.380952380954,595.4761904761905
56,6481,178,364544,0.0,0.0,1770,0.8016581015661359,-1.3498982298187912e-06,0.32687538862228394,1e-06,0.2,-1.6094372477382421,0.0,16532.863636363636,594.1818181818181
56,6516,179,366592,0.0,0.0,1780,128.56531617641448,-4.6838104026392104e-07,67.12116241455078,1e-06,0.2,-1.609437268599868,0.0,16532.863636363636,594.1818181818181
56,6551,180,368640,0.0,0.0,1790,2.0556607484817504,-9.343973943032325e-07,0.38900887966156006,1e-06,0.2,-1.6094372883439063,0.0,16532.863636363636,594.1818181818181
56,6586,181,370688,0.0,0.0,1800,0.7759012455120683,-1.1939875548705458e-06,0.3850850462913513,1e-06,0.2,-1.6094373740255832,0.0,16532.863636363636,594.1818181818181
56,6622,182,372736,0.0,-1.1920928955078125e-07,1810,0.7793916130438447,-9.16847784537822e-07,0.368896484375,1e-06,0.2,-1.6094374004751444,0.0,16532.863636363636,594.1818181818181
56,6658,183,374784,0.0,0.0,1820,221.24223039150237,-2.1311425371095539e-07,35.798702239990234,1e-06,0.2,-1.609437358379364,0.0,16532.863636363636,594.1818181818181
56,6693,184,376832,0.0,-1.1920928955078125e-07,1830,0.9066791648045183,-1.4522564015351236e-06,0.5293465852737427,1e-06,0.2,-1.6094374138861895,0.0,16532.863636363636,594.1818181818181
56,6728,185,378880,0.0,0.0,1840,0.9040713794529438,-6.595219019800424e-08,0.49622952938079834,1e-06,0.2,-1.60943738296628,0.0,16532.863636363636,594.1818181818181
56,6764,186,380928,0.0,1.7881393432617188e-07,1850,0.7903407471254468,-4.7286011977121235e-07,0.35704368352890015,1e-06,0.2,-1.6094374179840087,0.0,16517.217391304348,589.5217391304348
56,6800,187,382976,0.0,1.1920928955078125e-07,1860,152.43889322280884,-1.3466051314026116e-07,35.420284271240234,1e-06,0.2,-1.6094375193119048,0.0,16517.217391304348,589.5217391304348
56,6835,188,385024,0.0,0.0,1870,0.7822677398100495,-2.6134914151043633e-06,0.4291956126689911,1e-06,0.2,-1.6094375170767308,0.0,16517.217391304348,589.5217391304348
56,6870,189,387072,0.0,0.0,1880,0.7771980304270982,-9.354640496894717e-07,0.3932865262031555,1e-06,0.2,-1.6094375420361757,0.0,16517.217391304348,589.5217391304348
56,6906,190,389120,0.0,-1.1920928955078125e-07,1890,0.7757443901151418,-1.471689756726846e-06,0.3571336567401886,1e-06,0.2,-1.6094375036656856,0.0,16517.217391304348,589.5217391304348
56,6942,191,391168,0.0,-1.1920928955078125e-07,1900,123.96425069570542,-5.88581315241754e-08,31.83085060119629,1e-06,0.2,-1.6094374492764474,0.0,16517.217391304348,589.5217391304348
56,6978,192,393216,0.0,0.0,1910,0.9048705987632275,-7.354508852586151e-07,0.44117632508277893,1e-06,0.2,-1.6094374626874923,0.0,16517.217391304348,589.5217391304348
56,7013,193,395264,0.0,0.0,1920,0.9074948035180569,-2.9270362574607133e-06,0.5468661189079285,1e-06,0.2,-1.609437493979931,0.0,16517.217391304348,589.5217391304348
56,7048,194,397312,0.0,5.960464477539063e-08,1930,0.7793477984145284,-2.7102549211122094e-06,0.3692687451839447,1e-06,0.2,-1.6094374254345893,0.0,16517.217391304348,589.5217391304348
56,7083,195,399360,0.0,0.0,1940,135.81769269108773,-1.357009750790894e-07,105.0187759399414,1e-06,0.2,-1.6094374101608993,0.0,16517.217391304348,589.5217391304348
56,7118,196,401408,0.0,5.960464477539063e-08,1950,0.7809188220649957,-2.391553425695747e-06,0.43544355034828186,1e-06,0.2,-1.6094374891370535,0.0,16517.217391304348,589.5217391304348
56,7153,197,403456,0.0,0.0,1960,0.7779870446771383,-4.747314960695803e-07,0.4166906774044037,1e-06,0.2,-1.6094375062733888,0.0,16517.217391304348,589.5217391304348
56,7188,198,405504,0.0,1.7881393432617188e-07,1970,0.7747852386906743,-1.9100276404060424e-06,0.44573524594306946,1e-06,0.2,-1.6094375010579824,0.0,16831.583333333332,581.2083333333334
56,7223,199,407552,0.0,0.0,1980,146.932390832901,-1.7246493371203543e-07,84.13796997070312,1e-06,0.2,-1.6094374909996987,0.0,16831.583333333332,581.2083333333334
56,7259,200,409600,0.0,-1.1920928955078125e-07,1990,0.7758883662521839,-8.912604243960231e-07,0.36246931552886963,1e-06,0.2,-1.609437431395054,0.0,16831.583333333332,581.2083333333334
56,7295,201,411648,0.0,-1.1920928955078125e-07,2000,0.7806265173479915,-1.7419166397303344e-06,0.4394304156303406,1e-06,0.2,-1.6094373870640992,0.0,16831.583333333332,581.2083333333334
56,7330,202,413696,0.0,-1.1920928955078125e-07,2010,0.7763487773016096,-2.1122439648024736e-06,0.4215911328792572,1e-06,0.2,-1.6094374343752862,0.0,16831.583333333332,581.2083333333334
56,7366,203,415744,0.0,0.0,2020,165.16098867058753,-3.892637323588133e-08,65.78434753417969,1e-06,0.2,-1.6094374798238278,0.0,16831.583333333332,581.2083333333334
56,7400,204,417792,0.0,-1.1920928955078125e-07,2030,0.9114907447248697,-1.1013260518666357e-06,0.43431052565574646,1e-06,0.2,-1.609437419474125,0.0,16831.583333333332,581.2083333333334
56,7435,205,419840,0.0,5.960464477539063e-08,2040,0.8785357400774956,-9.86931991064921e-07,0.49144524335861206,1e-06,0.2,-1.6094373624771834,0.0,16831.583333333332,581.2083333333334
56,7471,206,421888,0.0,-1.1920928955078125e-07,2050,0.7816633436828851,-3.374239895492792e-07,0.37908732891082764,1e-06,0.2,-1.6094373848289252,0.0,16805.32,578.6
56,7507,207,423936,0.0,5.960464477539063e-08,2060,220.1259263753891,-1.1143711162731051e-07,109.8314437866211,1e-06,0.2,-1.6094373308122158,0.0,16805.32,578.6
56,7542,208,425984,0.0,-1.1920928955078125e-07,2070,0.7797886278480292,-2.0213701645843685e-07,0.3755760192871094,1e-06,0.2,-1.6094373293220996,0.0,16805.32,578.6
56,7578,209,428032,0.0,0.0,2080,0.775947111658752,-1.7071735783247277e-06,0.4158787727355957,1e-06,0.2,-1.6094372510910033,0.0,16805.32,578.6
56,7613,210,430080,0.0,0.0,2090,0.7815894456580281,-6.485017365776002e-07,0.36805999279022217,1e-06,0.2,-1.6094372376799584,0.0,16805.32,578.6
56,7648,211,432128,0.0,0.0,2100,141.6677378475666,-3.7493009585887194e-07,107.60372924804688,1e-06,0.2,-1.6094372671097517,0.0,16805.32,578.6
56,7683,212,434176,0.0,0.0,2110,24.572566990926862,-8.438761142315343e-07,5.706705093383789,1e-06,0.2,-1.6094372525811196,0.0,16805.32,578.6
56,7719,213,436224,0.0,5.960464477539063e-08,2120,0.8619716985151171,-5.484216671902686e-07,0.46972522139549255,1e-06,0.2,-1.6094372104853392,0.0,16805.32,578.6
56,7753,214,438272,0.0,1.7881393432617188e-07,2130,5.947092975862324,-3.890790685545653e-06,5.188228130340576,1e-06,0.2,-1.6094372406601907,0.0,16781.923076923078,579.8846153846154
56,7788,215,440320,0.0,0.0,2140,179.00931584835052,-4.0007289499044417e-07,108.11189270019531,1e-06,0.2,-1.6094374280422925,0.0,16781.923076923078,579.8846153846154
56,7827,216,442368,0.0,-1.1920928955078125e-07,2150,0.7782096438109875,-1.2173826689831912e-06,0.3470143973827362,1e-06,0.2,-1.6094373606145382,0.0,16781.923076923078,579.8846153846154
56,7864,217,444416,0.0,-1.1920928955078125e-07,2160,0.774102758616209,-6.824018782936037e-07,0.3754222095012665,1e-06,0.2,-1.6094373364001513,0.0,16781.923076923078,579.8846153846154
56,7899,218,446464,0.0,0.0,2170,13.109994352981449,9.469222277402878e-08,8.206454277038574,1e-06,0.2,-1.609437308087945,0.0,16781.923076923078,579.8846153846154
56,7935,219,448512,0.0,0.0,2180,177.75694686174393,-3.903871402144432e-07,101.82176971435547,1e-06,0.2,-1.6094373364001513,0.0,16781.923076923078,579.8846153846154
56,7970,220,450560,0.0,1.1920928955078125e-07,2190,0.9067758068442344,-8.346301910933107e-07,0.4653555452823639,1e-06,0.2,-1.6094373263418675,0.0,16781.923076923078,579.8846153846154
56,8004,221,452608,0.0,-2.384185791015625e-07,2200,0.8567183503881097,-6.693502655252815e-07,0.40472033619880676,1e-06,0.2,-1.6094372622668742,0.0,16759.296296296296,574.1851851851852
56,8040,222,454656,0.0,0.0,2210,66.36496792826802,-1.3725539247388951e-06,28.247385025024414,1e-06,0.2,-1.6094372607767582,0.0,16759.296296296296,574.1851851851852
56,8076,223,456704,0.0,-1.1920928955078125e-07,2220,138.3457580924034,-3.957567969337106e-07,58.803375244140625,1e-06,0.2,-1.6094372782856226,0.0,16759.296296296296,574.1851851851852
56,8111,224,458752,0.0,0.0,2230,0.7775323387235403,-1.7702375771477819e-06,0.331320196390152,1e-06,0.2,-1.6094373002648354,0.0,16759.296296296296,574.1851851851852
56,8147,225,460800,0.0,5.960464477539063e-08,2240,0.783172582834959,-3.619905101004406e-06,0.36710086464881897,1e-06,0.2,-1.6094372980296612,0.0,16759.296296296296,574.1851851851852
56,8183,226,462848,0.0,0.0,2250,79.26086562350392,-3.658569767139852e-07,21.071725845336914,1e-06,0.2,-1.6094372600317002,0.0,16759.296296296296,574.1851851851852
56,8218,227,464896,0.0,-1.1920928955078125e-07,2260,32.43248215988278,-5.176771082915366e-07,10.147789001464844,1e-06,0.2,-1.609437295049429,0.0,16759.296296296296,574.1851851851852
56,8253,228,466944,0.0,0.0,2270,0.9189087320119143,-8.906295988708734e-07,0.4775063395500183,1e-06,0.2,-1.6094372283667326,0.0,16759.296296296296,574.1851851851852
56,8289,229,468992,0.0,0.0,2280,0.8337985806167125,-2.0938845409546047e-06,0.47194570302963257,1e-06,0.2,-1.6094372920691966,0.0,16738.321428571428,569.8571428571429
56,8325,230,471040,0.0,0.0,2290,153.55475737452508,-1.1107476893812418e-07,30.875215530395508,1e-06,0.2,-1.6094373025000095,0.0,16738.321428571428,569.8571428571429
56,8361,231,473088,0.0,0.0,2300,1.1141300970688461,-3.7167410482652485e-07,0.4221070408821106,1e-06,0.2,-1.6094373513013125,0.0,16738.321428571428,569.8571428571429
56,8397,232,475136,0.0,1.7881393432617188e-07,2310,0.7746460793539882,-1.6155492630787193e-06,0.3562282919883728,1e-06,0.2,-1.6094373673200608,0.0,16738.321428571428,569.8571428571429
56,8432,233,477184,0.0,-1.1920928955078125e-07,2320,0.7790310284122824,-9.175731975119561e-07,0.410850465297699,1e-06,0.2,-1.609437369182706,0.0,16738.321428571428,569.8571428571429
56,8468,234,479232,0.0,-1.1920928955078125e-07,2330,193.51099013090135,-7.416572771035135e-07,104.65083312988281,1e-06,0.2,-1.6094373308122158,0.0,16738.321428571428,569.8571428571429
56,8503,235,481280,0.0,-1.1920928955078125e-07,2340,0.9024465942755342,-5.999580025672913e-07,0.37964707612991333,1e-06,0.2,-1.6094373241066933,0.0,16738.321428571428,569.8571428571429
56,8538,236,483328,0.0,5.960464477539063e-08,2350,0.9052463199943304,-1.4812248991802335e-06,0.4861648678779602,1e-06,0.2,-1.6094372771680354,0.0,16738.321428571428,569.8571428571429
56,8574,237,485376,0.0,0.0,2360,22.62417409028858,-3.1919829780235886e-06,17.21514129638672,1e-06,0.2,-1.6094371747225522,0.0,16718.620689655174,572.3448275862069
56,8610,238,487424,0.0,0.0,2370,302.8780342102051,-2.2538733901455998e-07,137.45262145996094,1e-06,0.2,-1.6094370990991593,0.0,16718.620689655174,572.3448275862069
56,8645,239,489472,0.0,0.0,2380,0.7749308489263058,-2.462329575791955e-06,0.35981088876724243,1e-06,0.2,-1.60943712182343,0.0,16718.620689655174,572.3448275862069
56,8681,240,491520,0.0,0.0,2390,0.7799942765384913,-1.261209399672225e-06,0.41933196783065796,1e-06,0.2,-1.6094371523708104,0.0,16718.620689655174,572.3448275862069
56,8716,241,493568,0.0,1.7881393432617188e-07,2400,0.775312821008265,-2.796645276248455e-07,0.37326952815055847,1e-06,0.2,-1.6094371665269136,0.0,16718.620689655174,572.3448275862069
56,8751,242,495616,0.0,-1.1920928955078125e-07,2410,133.35966230332852,-4.097324563190341e-07,100.7801742553711,1e-06,0.2,-1.6094371493905784,0.0,16718.620689655174,572.3448275862069
56,8787,243,497664,0.0,0.0,2420,22.36854160297662,-1.861093915067613e-06,15.547496795654297,1e-06,0.2,-1.6094372157007455,0.0,16718.620689655174,572.3448275862069
56,8824,244,499712,0.0,0.0,2430,0.9088630508631468,-8.468545274809003e-07,0.47811952233314514,1e-06,0.2,-1.6094372510910033,0.0,16718.620689655174,572.3448275862069
56,8859,245,501760,0.0,0.0,2440,0.810859558172524,-6.76661147736013e-07,0.3438350558280945,1e-06,0.2,-1.6094372279942035,0.0,16700.4,573.5333333333333
56,8894,246,503808,0.0,0.0,2450,153.0962732076645,1.555308699607849e-08,113.31742095947266,1e-06,0.2,-1.6094372004270554,0.0,16700.4,573.5333333333333
56,8929,247,505856,0.0,1.7881393432617188e-07,2460,0.7740031683817505,-9.327370207756757e-07,0.41353026032447815,1e-06,0.2,-1.6094372011721134,0.0,16700.4,573.5333333333333
56,8964,248,507904,0.0,0.0,2470,0.7801841404289007,-1.2565622455440462e-06,0.42097461223602295,1e-06,0.2,-1.6094371985644103,0.0,16700.4,573.5333333333333
56,9000,249,509952,0.0,-1.1920928955078125e-07,2480,194.67939484119415,4.3131876736879345e-09,63.627845764160156,1e-06,0.2,-1.6094372097402811,0.0,16700.4,573.5333333333333
56,9036,250,512000,0.0,5.960464477539063e-08,2490,29.12291195951402,-4.484270175453276e-06,35.54914855957031,1e-06,0.2,-1.6094371244311332,0.0,16700.4,573.5333333333333
56,9071,251,514048,0.0,0.0,2500,0.9044318003579974,-1.7973812646232546e-06,0.3238561153411865,1e-06,0.2,-1.609437096118927,0.0,16700.4,573.5333333333333
56,9106,252,516096,0.0,-1.1920928955078125e-07,2510,0.9019652903079987,-1.2275821063667536e-06,0.3302217125892639,1e-06,0.2,-1.6094371125102043,0.0,16700.4,573.5333333333333
56,9141,253,518144,0.0,0.0,2520,151.46641766428948,-1.369859091937542e-07,56.374427795410156,1e-06,0.2,-1.6094371102750302,0.0,16700.4,573.5333333333333
56,9176,254,520192,0.0,-1.1920928955078125e-07,2530,0.774308817088604,-8.517679816577584e-07,0.4206503629684448,1e-06,0.2,-1.6094371166080237,0.0,16700.4,573.5333333333333
56,9211,255,522240,0.0,5.960464477539063e-08,2540,0.7790415197610855,-2.0541199774015693e-06,0.3751384913921356,1e-06,0.2,-1.609437143802643,0.0,16700.4,573.5333333333333
56,9247,256,524288,0.0,0.0,2550,0.7747671784833073,-9.239549399353563e-07,0.44667384028434753,1e-06,0.2,-1.6094372089952231,0.0,16864.83870967742,577.9677419354839
56,9283,257,526336,0.0,0.0,2560,228.7693906545639,-1.239037374034524e-07,151.72967529296875,1e-06,0.2,-1.6094372559338808,0.0,16864.83870967742,577.9677419354839
56,9320,258,528384,0.0,-1.1920928955078125e-07,2570,0.7825669968500734,-6.266222044359893e-07,0.40405774116516113,1e-06,0.2,-1.6094372842460871,0.0,16864.83870967742,577.9677419354839
56,9355,259,530432,0.0,0.0,2580,0.7748013908043504,-1.4864512195345013e-06,0.3932778537273407,1e-06,0.2,-1.6094373006373643,0.0,16864.83870967742,577.9677419354839
56,9391,260,532480,0.0,-1.1920928955078125e-07,2590,0.7731741582974792,-1.8609222024679185e-06,0.43972092866897583,1e-06,0.2,-1.6094372425228358,0.0,16596.46875,578.625
56,9426,261,534528,0.0,5.960464477539063e-08,2600,211.2399842977524,-4.7858338803052905e-08,117.0662841796875,1e-06,0.2,-1.60943718329072,0.0,16596.46875,578.625
56,9461,262,536576,0.0,-1.1920928955078125e-07,2610,0.7793288337066769,-1.4986901078373193e-06,0.4788494408130646,1e-06,0.2,-1.6094372425228358,0.0,16596.46875,578.625
56,9496,263,538624,0.0,0.0,2620,0.7746251709759235,-1.2570759281516076e-06,0.39457035064697266,1e-06,0.2,-1.6094373017549515,0.0,16596.46875,578.625
56,9532,264,540672,0.0,0.0,2630,0.7729983799159527,-1.2441538274288178e-06,0.376615971326828,1e-06,0.2,-1.6094373535364865,0.0,16596.46875,578.625
56,9567,265,542720,0.0,0.0,2640,207.36778745651245,-3.203225787729025e-07,149.2681884765625,1e-06,0.2,-1.6094374027103187,0.0,16596.46875,578.625
56,9603,266,544768,0.0,0.0,2650,0.9064122758805752,-3.59764089807868e-07,0.4979323148727417,1e-06,0.2,-1.609437394142151,0.0,16596.46875,578.625
56,9639,267,546816,0.0,1.1920928955078125e-07,2660,0.890154329314828,-1.2521210010163487e-06,0.3821036219596863,1e-06,0.2,-1.6094373889267444,0.0,16596.46875,578.625
56,9676,268,548864,0.0,-1.1920928955078125e-07,2670,0.779416430555284,-2.3375541786663233e-07,0.3468606173992157,1e-06,0.2,-1.6094373367726802,0.0,16584.121212121212,578.5757575757576
56,9711,269,550912,0.0,0.0,2680,312.4841746807098,-2.9510993044823407e-07,195.5776824951172,1e-06,0.2,-1.6094373296946287,0.0,16584.121212121212,578.5757575757576
56,9747,270,552960,0.0,0.0,2690,0.7733819156885147,-1.6015314031392335e-06,0.34902817010879517,1e-06,0.2,-1.609437308087945,0.0,16584.121212121212,578.5757575757576
56,9782,271,555008,0.0,0.0,2700,0.7777402110397815,-1.5253819583449512e-06,0.3808448016643524,1e-06,0.2,-1.6094372659921645,0.0,16584.121212121212,578.5757575757576
56,9818,272,557056,0.0,0.0,2710,0.7742110088467598,-1.4068129530642181e-06,0.3854941725730896,1e-06,0.2,-1.6094372361898421,0.0,16340.5,579.4411764705883
56,9854,273,559104,0.0,0.0,2720,149.30380619764327,-2.2712774807587266e-07,75.87947082519531,1e-06,0.2,-1.6094372000545263,0.0,16340.5,579.4411764705883
56,9889,274,561152,0.0,0.0,2730,0.774409462697804,-1.1926967999897897e-07,0.42291074991226196,1e-06,0.2,-1.6094371814280748,0.0,16340.5,579.4411764705883
56,9924,275,563200,0.0,1.7881393432617188e-07,2740,0.7730927329510451,-8.614370017312467e-07,0.3929148316383362,1e-06,0.2,-1.6094371657818556,0.0,16340.5,579.4411764705883
56,9960,276,565248,0.0,1.7881393432617188e-07,2750,0.7774739291518926,-2.092159411404282e-06,0.30338889360427856,1e-06,0.2,-1.6094371274113655,0.0,16340.5,579.4411764705883
56,9995,277,567296,0.0,0.0,2760,180.96528306007386,2.2018502932041882e-08,120.04353332519531,1e-06,0.2,-1.6094371039420365,0.0,16340.5,579.4411764705883
56,10030,278,569344,0.0,0.0,2770,0.9004343440756202,-4.091853043064475e-08,0.41183555126190186,1e-06,0.2,-1.6094371046870948,0.0,16340.5,579.4411764705883
56,10066,279,571392,0.0,0.0,2780,0.8816149173304438,-1.5153687854763121e-06,0.41202762722969055,1e-06,0.2,-1.6094371102750302,0.0,16340.5,579.4411764705883
56,10101,280,573440,0.0,-3.5762786865234375e-07,2790,0.7730479938909411,-6.213304004631937e-07,0.3844531774520874,1e-06,0.2,-1.6094370920211076,0.0,16340.5,579.4411764705883
56,10136,281,575488,0.0,1.1920928955078125e-07,2800,162.60665326714516,-2.806453267112374e-07,125.31614685058594,1e-06,0.2,-1.609437071159482,0.0,16340.5,579.4411764705883
56,10171,282,577536,0.0,-1.1920928955078125e-07,2810,0.7738533992320299,-8.21186404209584e-07,0.38715651631355286,1e-06,0.2,-1.609437070786953,0.0,16340.5,579.4411764705883
56,10207,283,579584,0.0,0.0,2820,0.7722037099301815,-1.9631406757980586e-07,0.41025716066360474,1e-06,0.2,-1.6094370689243078,0.0,16340.5,579.4411764705883
56,10242,284,581632,0.0,0.0,2830,0.7756854513660073,-1.9338607671670615e-06,0.4367300570011139,1e-06,0.2,-1.6094370432198049,0.0,16561.114285714284,574.3714285714286
56,10278,285,583680,0.0,-2.384185791015625e-07,2840,181.93894889354706,-2.258246240671724e-07,72.19267272949219,1e-06,0.2,-1.609437023103237,0.0,16561.114285714284,574.3714285714286
56,10316,286,585728,0.0,0.0,2850,0.7782633578404784,-2.418292569927871e-06,0.3856695890426636,1e-06,0.2,-1.6094370052218436,0.0,16561.114285714284,574.3714285714286
56,10351,287,587776,0.0,0.0,2860,0.7735627418383956,-1.7285739886574447e-06,0.37368249893188477,1e-06,0.2,-1.6094370290637017,0.0,16561.114285714284,574.3714285714286
56,10387,288,589824,0.0,0.0,2870,62.677982745692134,-2.2027379600331188e-07,22.75408172607422,1e-06,0.2,-1.6094370514154435,0.0,16331.5,574.9722222222222
56,10421,289,591872,0.0,-1.1920928955078125e-07,2880,255.84530403614045,-1.766966306604445e-07,86.50177764892578,1e-06,0.2,-1.6094370249658823,0.0,16331.5,574.9722222222222
56,10457,290,593920,0.0,5.960464477539063e-08,2890,0.7791127076372504,-1.2496093404479325e-06,0.375597208738327,1e-06,0.2,-1.6094370409846306,0.0,16331.5,574.9722222222222
56,10492,291,595968,0.0,1.7881393432617188e-07,2900,0.7737343249842524,-7.760958396829665e-07,0.4161934554576874,1e-06,0.2,-1.6094370573759078,0.0,16331.5,574.9722222222222
56,10527,292,598016,0.0,1.7881393432617188e-07,2910,0.7737126035615802,-6.553615094162524e-07,0.37948691844940186,1e-06,0.2,-1.6094370543956757,0.0,16331.5,574.9722222222222
56,10562,293,600064,0.0,0.0,2920,111.19281579852104,-9.332507033832371e-07,82.50562286376953,1e-06,0.2,-1.609437071159482,0.0,16331.5,574.9722222222222
56,10598,294,602112,0.0,0.0,2930,0.9069731131196022,-3.340400871820748e-06,0.4067142605781555,1e-06,0.2,-1.609437072277069,0.0,16331.5,574.9722222222222
56,10633,295,604160,0.0,0.0,2940,24.369237856194378,-1.3262186257634312e-06,7.082853317260742,1e-06,0.2,-1.6094370730221272,0.0,16327.405405405405,575.4324324324324
56,10668,296,606208,0.0,0.0,2950,10.224107006564736,-7.396742148557678e-07,7.191732406616211,1e-06,0.2,-1.609437058120966,0.0,16327.405405405405,575.4324324324324
56,10703,297,608256,0.0,-1.1920928955078125e-07,2960,142.53123807907104,-1.971522578969598e-07,118.73966217041016,1e-06,0.2,-1.609437045827508,0.0,16327.405405405405,575.4324324324324
56,10738,298,610304,0.0,-1.1920928955078125e-07,2970,0.777462950721383,-2.117935218848288e-06,0.38616782426834106,1e-06,0.2,-1.6094370726495981,0.0,16327.405405405405,575.4324324324324
56,10773,299,612352,0.0,-1.1920928955078125e-07,2980,0.7731669846922159,-1.0900068446062505e-06,0.3646429181098938,1e-06,0.2,-1.609437072277069,0.0,16327.405405405405,575.4324324324324
56,10808,300,614400,0.0,1.7881393432617188e-07,2990,86.24868333116174,-7.45599390938878e-07,61.20306396484375,1e-06,0.2,-1.6094370741397142,0.0,16327.405405405405,575.4324324324324
56,10843,301,616448,0.0,0.0,3000,83.34459581077098,-3.7417630665004254e-07,26.065349578857422,1e-06,0.2,-1.6094370670616627,0.0,16327.405405405405,575.4324324324324
